2019,01,29,06,50.0,-44.0,2.8671900000000003,2.5921700742882554,11.6681,8.986885245901641,215.36700000000002,211.29417022711132
2019,01,29,06,50.0,-43.5,2.85938,2.5718896496620496,11.4025,9.122033898305082,182.75,203.8175855043736
2019,01,29,06,50.0,-43.5,2.85938,2.5356063334168817,11.4025,9.40344827586207,182.75,222.075315402374
2019,01,29,06,50.0,-43.5,2.85938,2.4095790477835264,11.4025,9.225396825396825,182.75,214.5460313480772
2019,01,29,06,50.0,-43.5,2.85938,2.4721992901025165,11.4025,8.695384615384617,182.75,234.6570047847683
2019,01,29,06,50.0,-43.5,2.85938,2.2603766585398146,11.4025,8.641791044776117,182.75,232.64246084633243
2019,01,29,06,50.0,-43.5,2.85938,2.541025403854672,11.4025,9.370491803278693,182.75,210.22398425651372
2019,01,29,09,50.0,-43.5,2.7421900000000003,2.142490814957509,11.6213,8.200000000000001,219.727,229.17842864593575
2019,01,29,09,50.0,-43.5,2.7421900000000003,2.494557385458515,11.6213,8.868965517241381,219.727,208.19444489324647
2019,01,29,09,50.0,-43.5,2.7421900000000003,2.439426491376296,11.6213,9.257142857142854,219.727,202.70928145085014
2019,01,29,09,50.0,-43.5,2.7421900000000003,2.483730977268237,11.6213,9.257627118644068,219.727,210.35018025227498
2019,01,29,09,50.0,-43.5,2.7421900000000003,2.5162584770680896,11.6213,9.217241379310343,219.727,213.96466070524244
2019,01,29,09,50.0,-43.5,2.7421900000000003,2.5930559416940966,11.6213,9.33,219.727,215.63763809009984
2019,01,29,09,50.0,-43.5,2.7421900000000003,2.5717888283964125,11.6213,9.59,219.727,217.66833151414681
2019,01,29,09,50.0,-43.5,2.7421900000000003,2.5457718846076496,11.6213,9.4,219.727,216.8529271253241
2019,01,29,09,50.0,-43.5,2.7421900000000003,2.8050296073317327,11.6213,9.062295081967212,219.727,214.35127026066127
2019,01,29,12,50.0,-43.5,2.60938,2.235434604828192,11.3869,8.728358208955223,215.322,215.0992619577536
